"source_db";"source_id";"doi";"title";"authors";"journal";"year";"volume";"issue";"pages";"issn";"abstract";"keywords";"mesh_terms";"matched_disasters_mesh";"matched_gestational_mesh";"matched_neonatal_mesh";"language";"publication_type";"url"
"pubmed";"29424986";"";"[Comparative evaluation of the prevalence of congenital malformations de novo in newborns from radiation-contaminated territories of the Bryansk region (1999-2014)].";"Korsakov, AV; Yablokov, AV; Geger, EV; Pugach, LI";"Gigiena i sanitariia";"2016";"95";"7";"607-13";"0016-9900";"On the basis of official statistics for 1999-2014 there was performed the comparative evaluation of the prevalence of congenital malformations de novo: polydactyly, reduction limb defects and multiple congenital malformations in newborns of radiation-contaminated areas of the Bryansk area residing in areas with the various density of radioactive contamination by long lived radionuclides cesium-137 (from 10.0 to 2523.4 kBq/m) and strontium-90 (from 0.7 to 42.5 kBq/m). The findings showed no statistically significant differences in the prevalence of polydactyly, reduction limb defects and multiple congenital malformations in newborns in the South-Western areas compared to medium regional values, although the maximum value of the amount of congenital malformations de novo is found in most radiation-contaminated areas.";"";"Cesium Radioisotopes; Congenital Abnormalities; Environmental Exposure; Female; Humans; Infant, Newborn; Male; Prevalence; Radioactive Hazard Release; Russia; Strontium Radioisotopes";"Radioactive Hazard Release";"";"Congenital Abnormalities";"rus";"JOUR";"https://pubmed.ncbi.nlm.nih.gov/29424986/"
"wos";"WOS:001355839400002";"10.1001/jamanetworkopen.2024.44593";"Fine Particulate Matter, Its Constituents, and Spontaneous Preterm Birth";"Jiao, AQ; Reilly, AN; Benmarhnia, T; Sun, Y; Avila, C; Chiu, V; Slezak, J; Sacks, DA; Molitor, J; Li, MY; Chen, JC; Wu, J; Getahun, D";"JAMA NETWORK OPEN";"2024";"7";"11";"";"2574-3805";"ImportanceThe associations of exposure to fine particulate matter (PM2.5) and its constituents with spontaneous preterm birth (sPTB) remain understudied. Identifying subpopulations at increased risk characterized by socioeconomic status and other environmental factors is critical for targeted interventions. ObjectiveTo examine associations of PM2.5 and its constituents with sPTB. Design, Setting, and ParticipantsThis population-based retrospective cohort study was conducted from 2008 to 2018 within a large integrated health care system, Kaiser Permanente Southern California. Singleton live births with recorded residential information of pregnant individuals during pregnancy were included. Data were analyzed from December 2023 to March 2024. ExposuresDaily total PM2.5 concentrations and monthly data on 5 PM2.5 constituents (sulfate, nitrate, ammonium, organic matter, and black carbon) in California were assessed, and mean exposures to these pollutants during pregnancy and by trimester were calculated. Exposures to total green space, trees, low-lying vegetation, and grass were estimated using street view images. Wildfire-related exposure was measured by the mean concentration of wildfire-specific PM2.5 during pregnancy. Additionally, the mean exposure to daily maximum temperature during pregnancy was calculated. Main Outcomes and MeasuresThe primary outcome was sPTB identified through a natural language processing algorithm. Discrete-time survival models were used to estimate associations of total PM2.5 concentration and its 5 constituents with sPTB. Interaction terms were used to examine the effect modification by race and ethnicity, educational attainment, household income, and exposures to green space, wildfire smoke, and temperature. ResultsAmong 409 037 births (mean [SD] age of mothers at delivery, 30.3 [5.8] years), there were positive associations of PM2.5, black carbon, nitrate, and sulfate with sPTB. Adjusted odds ratios (aORs) per IQR increase were 1.15 (95% CI, 1.12-1.18; P < .001) for PM2.5 (IQR, 2.76 mu g/m3), 1.15 (95% CI, 1.11-1.20; P < .001) for black carbon (IQR, 1.05 mu g/m3), 1.09 (95% CI, 1.06-1.13; P < .001) for nitrate (IQR, 0.93 mu g/m3), and 1.06 (95% CI, 1.03-1.09; P < .001) for sulfate (IQR, 0.40 mu g/m3) over the entire pregnancy. The second trimester was the most susceptible window; for example, aORs for total PM2.5 concentration were 1.07 (95% CI, 1.05-1.09; P < .001) in the first, 1.10 (95% CI, 1.08-1.12; P < .001) in the second, and 1.09 (95% CI, 1.07-1.11; P < .001) in the third trimester. Significantly higher aORs were observed among individuals with lower educational attainment (eg, less than college: aOR, 1.16; 95% CI, 1.12-1.21 vs college [>= 4 years]: aOR, 1.10; 95% CI, 1.06-1.14; P = .03) or income (<50th percentile: aOR, 1.17; 95% CI, 1.14-1.21 vs >= 50th percentile: aOR, 1.12; 95% CI, 1.09-1.16; P = .02) or who were exposed to limited green space (<50th percentile: aOR, 1.19; 95% CI, 1.15-1.23 vs >= 50th percentile: aOR, 1.12; 95% CI, 1.09-1.15; P = .003), more wildfire smoke (>= 50th percentile: aOR, 1.19; 95% CI, 1.16-1.23 vs <50th percentile: aOR, 1.13; 95% CI, 1.09-1.16; P = .009), or extreme heat (aOR, 1.51; 95% CI, 1.42-1.59 vs mild temperature: aOR, 1.11; 95% CI, 1.09-1.14; P < .001). Conclusions and RelevanceIn this study, exposures to PM2.5 and specific PM2.5 constituents during pregnancy were associated with increased odds of sPTB. Socioeconomic status and other environmental exposures modified this association.";"PARTICLE AIR-POLLUTION; AMBIENT-TEMPERATURE; FETAL FIBRONECTIN; CALIFORNIA WILDFIRES; RACIAL DISPARITIES; RESPIRATORY HEALTH; ASSOCIATION; RISK; STRESS; EPIDEMIOLOGY";"";"";"";"";"English";"JOUR";""
"wos";"WOS:001278002600007";"10.1097/HP.0000000000001838";"Has Health Physics Contributed to an 80-y False Narrative about the Trinity Nuclear Test?";"Shonka, JJ";"HEALTH PHYSICS";"2024";"127";"3";"422-449";"0017-9078";"This paper discusses the various analyses of the Trinity Nuclear Test, including how they might apply to the issue of infant mortality. This paper was first drafted as a response to a letter by Rice, who commented on my earlier letter on that issue. My earlier letter commented on the National Cancer Institute's 2020 series of papers in the October Issue of Health Physics on the impact of the Trinity Nuclear Test that was conducted on unoccupied government lands on 16 July 1945. The Journal editors requested that my response to Rice be edited and submitted as a paper to ensure adequate technical review and suggested that the article also add material summarizing the series of exchanges that were published in the Journal. This article suggests that significant differences exist between various summaries of the offsite impact of the Trinity Nuclear Test and offers that Trinity might be the largest nuclear accident in terms of the impact on uninvolved civilians who were downwind following the test. It suggests areas for further study to resolve these significant differences. It also asserts that until the estimated exposures of downwind residents are resolved and an appropriate study is made of infant deaths following the Trinity Nuclear Test, the issue of infant mortality remains an unanswered, 80-y-old question.";"accidents, nuclear; atmospheric testing; exposure, population; nuclear weapons; ADVERSE PREGNANCY OUTCOMES; GENETIC-DISEASE; LIKELIHOOD; POPULATIONS; DOWNWIND; FALLOUT; SHONKA";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000462713700006";"10.1093/heapol/czy092";"A review of methodology and tools for measuring maternal mortality in humanitarian settings";"Morgan, SA; Ali, MM";"HEALTH POLICY AND PLANNING";"2018";"33";"10";"1107-1117";"0268-1080";"Estimation of maternal mortality ratio (MMR) in humanitarian settings (settings of conflict, displacement and natural disaster') is challenging, particularly where communities have dissolved and geographical areas are inaccessible. During humanitarian events, the reproduction of maternal mortality figures by the media is common, and are often based on inaccurate reports. In light of such uncertainties and challenges, the aim of this article was to review and appraise the methodology and data collection tools used to measure MMR in humanitarian settings. A critical review of both grey and peer-review publications was conducted, focussing on articles published from January 1995 until December 2016. In the final review, articles that provided an estimate of MMR from a humanitarian setting were included. The assessment of study quality was based on an adapted framework for the quality of mortality studies in humanitarian settings. Overall, 13 peer-review publications and one grey publication were included in the final review. These were grouped according to settings: camp, clinic, household and census. Studies varied in their definition of MMR, and few studies objectively defined the humanitarian setting. Household-based studies were based on retrospective designs and on the recall of surviving family members. Although many studies attempted to purposively sample the populations afflicted, there was substantial evidence of selection bias; few studies were able to confirm the maternal deaths through medical certificates, or attempted to visit homes to re-inquire about deaths using verbal autopsy. The variation in methods and tools applied suggest that maternal mortality estimates are more likely to be markedly different from the true unknown level. The implications are that a standardized methodology and tools are necessary: that are consistent in definition, use a representative sample where possible, attempt to triangulate and validate data sources, and reconfirm deaths through household visits with informant interviews.";"Maternal mortality; MMR; conflict; humanitarian; humanitarian setting; methodology; methods; ARMED CONFLICT; REFUGEE; HEALTH; DEATH; OUTCOMES; PERIOD; BIRTH; CHILD; 1ST";"";"";"";"";"English";"JOUR";""
"wos";"WOS:001529020900006";"10.14744/tjtes.2025.69209";"Obstetric management of pregnant patients during an earthquake";"Uysal, G; Adigüzel, FI; Hejazi, G; Yücel, N";"ULUSAL TRAVMA VE ACIL CERRAHI DERGISI-TURKISH JOURNAL OF TRAUMA & EMERGENCY SURGERY";"2025";"31";"4";"358-364";"1306-696X";"BACKGROUND: The Kahramanmaras Earthquake, often referred to as the ""disaster of the century,"" occurred on February 6, 2023. Following the 7.7 magnitude earthquake, extensive destruction and significant loss of life occurred across 10 provinces. This study aims to analyze the outcomes and share the surgical and radiologic algorithm applied to live, trauma-affected pregnant patients who were referred to the obstetrics and gynecology emergency department of our hospital following the earthquake. METHODS: This is a retrospective observational study. The study included pregnant patients affected by the earthquake who were admitted to and/or referred to the obstetrics and gynecology emergency department of a tertiary hospital between February 6 and March 6, 2023. Demographic data, trauma-related findings, surgical details, and obstetric outcomes were recorded. RESULTS: A total of 58 pregnant earthquake victims were evaluated. The mean gestational age was 22.24 +/- 10.59 weeks. The most common obstetric complaint was pelvic pain or contractions (36.3%). Eleven patients gave birth, two via vaginal delivery and nine via cesarean section. The mean gestational age at delivery was 32.81 weeks. Curettage was performed in three patients, and hysterotomy in one patient. There were six live births and five stillbirths. In patients undergoing cesarean section, a midline incision was made. After delivery, the uterus was sutured, and intra-abdominal organs were evaluated. In cases of pelvic or other fractures, intraoperative scope devices were used. When necessary, patients were consulted by general surgery and orthopedics departments and were transferred to either the ward or the intensive care unit, depending on their clinical condition. CONCLUSION: Ultrasound has become the primary diagnostic tool for emergency evaluation in pregnant women. For earthquake victims who lack access to radiological assessment and require rapid clinical decisions, the recommended surgical approaches, particularly midline incisions, and intraoperative evaluations (such as the use of intraoperative scope after delivery) can be life-saving for both the baby and the mother.";"Earthquake; pregnancy; trauma; cesarean surgery in trauma; TRAUMA; OUTCOMES; INJURY";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000722073500001";"10.1002/hec.4458";"Natural disasters and missing children";"Ponnusamy, S";"HEALTH ECONOMICS";"2022";"31";"2";"399-416";"1057-9230";"Using an exogenous measure of natural disasters based on physical intensities, I examine their impact on child mortality. I find that children, mostly, in poor countries are affected - a one standard deviation increase in the natural disaster index leads to an additional 6.77 deaths per 1000 live births in the disaster year. The impact is long lasting, extending beyond the disaster year. I provide suggestive evidence of the potential mechanisms driving these effects, namely, lower GDP and vaccination rates among children, along with an increased maternal mortality and disease incidence in low-income countries due to disasters. Using an endogenous measure of disasters based on damage records from insurance data leads to severe underestimation of the disaster impact. The results are robust to the use of mortality rates from multiple sources, different functional forms, and an extensive dynamic panel specification as well as various other tests.";"child mortality; environmental costs; natural disasters; CLIMATE-CHANGE; UNDER-5 MORTALITY; MATERNAL STRESS; BIRTH OUTCOMES; FETAL ORIGINS; HEALTH; DEMOCRACY; IMPACT; GROWTH; EMPLOYMENT";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000477889900012";"10.1097/JPN.0000000000000430";"Simulation Prepares an Interprofessional Team to Evacuate a 60-Bed Level 4 Neonatal Intensive Care Unit";"Zell, L; Blake, C; Brittingham, D; Brown, AM; Soghier, L";"JOURNAL OF PERINATAL & NEONATAL NURSING";"2019";"33";"3";"253-259";"0893-2190";"In August 2011, a 5.8 magnitude earthquake struck the Baltimore/Washington, District of Columbia, corridor. The event identified a critical requirement to prepare our interprofessional team to evacuate approximately 60 neonatal patients. A needs assessment indicated that 60% of staff members had little or no knowledge of the unit's evacuation plan and 55% of respondents were not aware of their specific role in an emergency evacuation. The neonatal intensive care unit educators in collaboration with the unit's medical team, the leadership team, the hospital emergency management team, and the unit practice and professional council coordinated the design, implementation, and assessment of the simulated evacuation activity. To encourage realism within the simulated activity, prepared manikins were placed in patient rooms and assigned varying levels of acuity. The training session began with a prebrief session that included a description of the evacuation plan, delineation of roles, responsibilities based on scope of practice, use of the evacuation equipment, and unit emergency bags. Participants engaged in a debrief session following each session during which the staff notably expressed an increased confidence with the evacuation plan, roles, and operation of the evacuation equipment. In addition, the debriefing allowed for identification of latent threats, which the planning group used to streamline the evacuation process.";"evacuation; interprofessional; neonatal; simulation";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000232668900003";"10.1079/PHN2005726";"AIDS, drought, and child malnutrition in southern Africa";"Mason, JB; Bailes, A; Mason, KE; Yambi, O; Jonsson, U; Hudspeth, C; Hailey, P; Kendle, A; Brunet, D; Martel, P";"PUBLIC HEALTH NUTRITION";"2005";"8";"6";"551-563";"1368-9800";"Objective: To investigate trends in child malnutrition in six countries in southern Africa, in relation to the HIV epidemic and drought in crop years 2001/2 and 2002/3. Design: Epidemiological analysis of sub-national and national surveys with related data. Setting: Data from Lesotho, Malawi, Mozambique, Swaziland, Zambia and Zimbabwe, compiled and analysed under UNICEF auspices. Subjects: Secondary data: children 0-5 years for weight-for-age; HIV prevalence data from various sources especially antenatal clinic surveillance. Results: Child nutritional status as measured by prevalence of underweight deteriorated from 2001 onwards in all countries except Lesotho, with very substantial increases in some provinces/districts (e.g. from 5 to 20% in Maputo (Mozambique, 1997-2002), 17 to 32% in Copperbelt (Zambia, 1999-2001/2) and 11 to 26% in Midlands province (Zimbabwe, 1999-2002)). Greater deterioration in underweight occurred in better-off areas. Areas with higher HIV/AIDS prevalences had (so far) lower malnutrition rates (and infant mortality rates), presumably because more modern areas - with greater reliance on trade and wage employment - have more HIV/AIDS. Areas with higher HIV/AIDS showed more deterioration in child nutrition. A significant area-level interaction was found of HIV/AIDS with the drought period, associated with particularly rapid deterioration in nutritional status. Conclusions: First, the most vulnerable may be households in more modern areas, nearer towns, to whom resources need to be directed. Second, the causes of this vulnerability need to be investigated. Third, HIV/AIDS amplifies the effect of drought on nutrition, so rapid and effective response will be crucial if drought strikes again. Fourth, expanded nutritional surveillance is now needed to monitor and respond to deteriorating trends. Finally, with or without drought, new means are needed of bringing help, comfort and assistance to the child population.";"HIV/AIDS; child nutrition; underweight; weight-for-age; drought; food security; southern Africa; Lesotho; Malawi; Mozambique; Swaziland; Zambia; Zimbabwe";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000497997100092";"10.1001/jamanetworkopen.2019.14061";"Cognitive Development of Infants Exposed to the Zika Virus in Puerto Rico";"Valdes, V; Zorrilla, CD; Gabard-Durnam, L; Muler-Mendez, N; Rahman, ZI; Rivera, D; Nelson, CA";"JAMA NETWORK OPEN";"2019";"2";"10";"";"2574-3805";"IMPORTANCE Existing research has established a causal link between Zika virus (ZIKV) infection and severe birth defects or consequent health impairments; however, more subtle cognitive impairments have not been explored. OBJECTIVE To determine whether infants of mothers with at least 1 positive ZIKV test show differences in cognitive scores at ages 3 to 6 months and ages 9 to 12 months. DESIGN, SETTING, AND PARTICIPANTS This cross-sectional study recruited infants enrolled in existing ZIKV study cohorts associated with the Maternal-Infant Studies Center and the Puerto Rico Clinical and Translational Research Consortium at the University of Puerto Rico and from the broader San Juan metropolitan area. The study took place at the Puerto Rico Clinical and Translational Research Consortium at the University of Puerto Rico. Participants were recruited through convenience sampling if their mothers underwent ZIKV testing prenatally and were at the target ages during the study period. Infants who were born preterm (<36 weeks' gestational age), with low birth weight (<2500 g), or with a known genetic disorder were excluded. Infants were tested from ages 3 to 6 months or ages 9 to 12 months from May 2018 to April 2019. Data analysis was performed from March to April 2019. EXPOSURES Zika virus status was measured prenatally and in the early postnatal period using real-time polymerase chain reaction or a ZIKV IgM antibody capture enzyme-linked immunosorbent assay. MAIN OUTCOMES AND MEASURES The infants' development was assessed using the Mullen Scales of Early Learning (translated to Spanish and adapted for Puerto Rico), and assessors were blinded to each infant's ZIKV status. RESULTS A total of 65 study participants were included. The mean (SD) age of the infants at the time of cognitive testing was 8.98 (3.19) months. Most of the infants were white (55 [84.6%]) and Puerto Rican (64 [98.5%]); 38 of the infants were male (58.5%). General cognitive and domain-specific scores did not differ significantly between prenatally ZIKV-positive and ZIKV-negative infants except for receptive language score (mean difference = 5.52; t = 2.10; P = .04). Exposure to ZIKV (B = -5.69; beta = -0.26 [95% CI -11.01 to -0.36]; P = .04) and a measure of Hurricane Maria exposure (time without water, B = -0.05; beta = -0.27 [95% CI, -0.10 to -0.01]; P = .03) were both independently and significantly associated with receptive language scores after adjusting for key confounders. CONCLUSIONS AND RELEVANCE Although infants exposed to ZIKV prenatally showed unaffected motor and visually mediated cognitive development, they did show deficits in receptive language scores. Receptive language skills were also associated with the degree of exposure to Hurricane Maria, with those who spent more time without water after the hurricane having lower receptive language scores.";"PATIENT HEALTH QUESTIONNAIRE-9; PRENATAL MATERNAL STRESS; SPANISH VERSION; DEPRESSION; INFECTION; VALIDATION; MECHANISMS; EMPLOYMENT; PREGNANCY; OUTBREAK";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000267542100003";"10.1007/s11079-008-9106-4";"Resurrecting Keynes to Stabilize the International Monetary System";"Alessandrini, P; Fratianni, M";"OPEN ECONOMIES REVIEW";"2009";"20";"3";"339-358";"0923-7992";"We adapt the basic principles of the Keynes Plan and argue for the creation of a supranational bank money (SBM) that would coexist along side national currencies and for the establishment of a new international clearing union (NICU). These principles remain timely because the fundamental causes of the instability of the international monetary system are as valid today as they were in the early forties. The new supranational money would be created against domestic earning assets of the Fed and the ECB and its quantity would be demand-driven. Our proposal is not an agreement on exchange rates, which while possible is not essential to the functioning of the SBM. NICU would not hold open positions in assets denominated in national currency and consequently would not bear exchange rate risk. NICU would be more than an office recording credit and debit entries of the supranational bank money. The financial tsunami that hit the world economy in 2007-2008 provides a unique opportunity for a coordinated strategy.";"Keynes Plan; External imbalances; Exchange rates; International monetary system; Key currency; Supranational bank money";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000448814600004";"10.1038/s41598-018-34179-z";"Potential influence of temperature and precipitation on preterm birth rate in Puerto Rico";"Yu, X; Feric, Z; Cordero, JF; Meeker, JD; Alshawabkeh, A";"SCIENTIFIC REPORTS";"2018";"8";"";"";"2045-2322";"The preterm birth (PTB) rate for singletons born in the tropical Caribbean island Puerto Rico increased from 11.3% in 1994, which was comparable to rates in the U.S., to as high as 18.3% in 2006 before decreasing to 15.5% in 2012. A few studies have reported that weather extremes are associated with higher risk of preterm birth, however, the effects of ambient temperature and precipitation has not been well examined in Puerto Rico. We compiled child birth data from the National Center for Health Statistics and weather data from the National Oceanic and Atmospheric Administration from 1994 to 2012. We explored the association between the weather factors and PTB rates with a distributed lag non-linear model (DLNM). We did not find direct association of lagged effect of temperature on birth outcome over monthly timescales. Both high intensity and frequency of precipitation and high frequency of storm and flood events are associated with increased risk of PTB rates. While the weather factors do not explain the marked increase and decrease in PTB rate, we emphasize the negative effects on PTB from weather extremes particularly precipitation in Puerto Rico.";"AMBIENT-TEMPERATURE; MATERNAL EXPOSURE; DRINKING-WATER; AIR-POLLUTION; RISK; OUTCOMES; CLIMATE; PREGNANCY; DELIVERY; EPIDEMIOLOGY";"";"";"";"";"English";"JOUR";""
"wos";"WOS:001190798400020";"10.1371/journal.pone.0298854";"Natural disasters, livelihood, and healthcare challenges of the people of a riverine island in Bangladesh: A mixed-method exploration";"Hossain, A; Chowdhury, AT; Mahbub, M; Khan, M; Rahman, T; Bin Sharif, A; Hijazi, H; Alameddine, M";"PLOS ONE";"2024";"19";"3";"";"1932-6203";"Background Bangladesh's islands, because of their geographical location, frequently encounter crises like floods and river erosion, which pose significant threats to the residents' well-being and livelihoods. To delve into the effects of these disasters on livelihood and healthcare challenges, a mixed-method study was undertaken in a riverine-island near a major river of Bangladesh.Methodology Between February 15th and February 28th, 2023, a cross-sectional study was conducted on an island in Bangladesh. The quantitative method involved conducting a survey of 442 households, with a total of 2921 participants. Additionally, 10 in-depth interviews and 10 key-informant interviews were conducted using semi-structured guidelines. Qualitative interviews were audio-recorded, transcribed verbatim, and analyzed using a thematic analysis. Triangulation was employed in this study through the integration of qualitative and quantitative analysis, resulting in the presentation of findings that offer an in-depth comprehension of the phenomenon being investigated.Results River erosions and floods are common and recurring natural disasters that significantly impact the lives of the riverine island inhabitants. These disasters often disrupted their livelihoods, forced many residents to endure substandard living conditions or relocated during flood events. The island faced a low diagnostic prevalence of chronic diseases (e.g., 5.1% of adults were hypertension and 2.5% are diabetes) because of the absence of diagnostic facilities and a shortage of certified doctors. A significant number of chronic illness people in the community turned to alternative medicine sources (39.3%) such as homeopathy, Kabiraj, and Ayurvedic medicine, especially it gets increased during periods of natural disasters. Moreover, reproductive aged women revealed that 79.4% of them gave birth at home, with 6.0% of these home deliveries resulting in miscarriage or infant death. The destruction of crops, unstable job opportunities, an inadequate educational system, and a deficient healthcare delivery system exacerbated the hardships faced by the population affected by these disasters.Conclusion The failure to seek treatment for chronic diseases and undiagnosed diseases is a significant health issue among the aging adults on the island. Island residents face the challenge of establishing effective prevention strategies for the well-being of older adults especially at the period of natural disasters. It is crucial for the government and non-governmental organizations (NGOs) to collaborate to prevent the negative effects of floods and river erosions. This should include efforts to enhance the quality of education, healthcare services, job opportunities, and financial assistance for rebuilding homes.";"CLIMATE-CHANGE";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000935605800001";"10.2188/jea.JE20210052";"Relation of Disaster Exposure With Maternal Characteristics and Obstetric Outcomes: the Tohoku Medical Megabank Project Birth and Three-Generation Cohort Study";"Ishikuro, M; Obara, T; Murakami, K; Ueno, F; Noda, A; Kikuya, M; Sugawara, J; Metoki, H; Kuriyama, S";"JOURNAL OF EPIDEMIOLOGY";"2023";"33";"3";"127-135";"0917-5040";"Background: The present study analyzed the relation of disaster exposure prior to pregnancy with maternal characteristics and obstetric outcomes. Methods: The participants were 13,148 pregnant women recruited from 2013 to 2017. The women were classified into three groups by the severity of housing damage caused by the Great East Japan Earthquake of 2011: group A, house was not destroyed/did not live in the disaster area; group B, half/part of the house was destroyed; and group C, house was totally/ mostly destroyed. Maternal characteristics, hypertensive disorders of pregnancy (HDP), gestational diabetes mellitus (GDM), and gestational weeks were obtained using questionnaires and medical records. Multiple logistic regression analyses were performed to investigate the relation between disaster exposure and maternal characteristics, HDP, and GDM. A structural equation model was applied to investigate the relation of disaster exposure with HDP and gestational weeks. Results: The homes of about 11% of the women were totally/mostly destroyed. For groups B and C compared with those in group A, the adjusted ORs for HDP were 1.04 and 1.26 (P for trend = 0.01), and for GDM were 0.89 and 1.14 (P for trend = 0.9), respectively. Pre-pregnancy body mass index (BMI) mediated 23.2% of the relation between disaster exposure and HDP. Disaster exposure was associated with gestational weeks. Conclusion: Disaster exposure at least 2.5 years before pregnancy was found to be associated with maternal characteristics and the prevalence of HDP. Pre-pregnancy BMI mediated the relation between disaster exposure and the prevalence of HDP, and gestational weeks were reduced through HDP.";"earthquake; pre-pregnancy body mass index; hypertensive disorders of pregnancy; gestational diabetes mellitus; gestational weeks; GREAT EAST JAPAN; PSYCHOLOGICAL DISTRESS; POSTTRAUMATIC-STRESS; EARTHQUAKE; PREGNANCY; HEALTH; MIYAGI; HYPERTENSION; ENVIRONMENT; PREVALENCE";"";"";"";"";"English";"JOUR";""
"wos";"WOS:A1995TG79100005";"10.1016/0890-6238(95)02005-5";"DRINKING-WATER SOURCE AND REPRODUCTIVE OUTCOMES IN SPRAGUE-DAWLEY RATS";"URIUHARE, JY; SWAN, SH; BUI, LM; NEUTRA, RR; KEEN, CL";"REPRODUCTIVE TOXICOLOGY";"1995";"9";"6";"549-561";"0890-6238";"As part of our work on the influence of water source on reproductive outcome, Sprague-Dawley rats were randomized to tap water, bottled water, or deionized water treatment groups, utilizing 160 animals per treatment; animals received the water prior to and during pregnancy, Rats were shipped in four batches (A-D), Batch effects were seen for several reproductive parameters, Because the tap water supply was interrupted by an earthquake resulting in an unbalanced design, primary analyses utilized only batches C and D, which included most of the tap water-treated rats, A treatment effect with respect to resorption frequency was seen that was marginally significant using a fixed-effects analysis of variance (P = 0.053), but not when batch was entered as a random effect (P = 0.36), The data were modeled by logistic regression, controlling for batch, litter size, and batch-treatment interaction, The odds ratio comparing tap to bottled water was 1.8 (95% CI 1.0 to 3.3, P = 0,05), which was similar to the epidemiologic result that prompted this study, The magnitude of this association varied by batch, and the difference in resorption frequency was within the range of variation seen for control animals, Although these findings do not justify public health action at this time, further investigation is warranted.";"REPRODUCTION; PREGNANCY OUTCOME; RESORPTION; WATER; BACTERIA; RATS; ADVERSE PREGNANCY OUTCOMES; SPONTANEOUS-ABORTION; BIRTH-DEFECTS; CALIFORNIA; CONSUMPTION; TAP";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000251371400030";"10.1093/humrep/dem301";"Low birthweight in New York city and upstate New York following the events of September 11th";"Eskenazi, B; Marks, AR; Catalano, R; Bruckner, T; Toniolo, PG";"HUMAN REPRODUCTION";"2007";"22";"11";"3013-3020";"0268-1161";"BACKGROUND: We examined pregnancy outcomes in New York City (NYC) and upstate New York after the September 11, 2001 World Trade Center disaster. METHODS: Using birth certificate data for NY residents (n = 1660,401 births), we estimated risk of low birthweight (LBW: < 2500 g) and preterm birth (< 37 weeks) one week after September 11th versus three weeks before, and for 10 four-week intervals post-disaster versus these intervals in the two previous years. To corroborate regression results, we used time-series analysis. RESULTS: One week after September 11th in NYC, we observed an adjusted odds of 1.44 for births < 1500 g (P = 0.07) and 1.67 for births 1500-1999 g (P = 0.01), but a decreased odds of 2000-2499 g. We found no immediate change in LBW upstate or preterm in either location. In extended analyses, we found, in both locations, increased odds of < 1500-g births around New Year and 33-36 weeks post-disaster and decreased odds of moderate preterm for several weeks post-disaster. Time-series analyses yielded similar findings. CONCLUSIONS: The events of September 11, 2001 in NYC were associated with immediate increases in births < 2000 g, slightly delayed decreased preterm delivery, and delayed increases in LBW among infants exposed periconception or in the first two trimesters. Stress may contribute to observed associations.";"birthweight; disaster; New York; September 11; pregnancy; stress; TERRORIST ATTACKS; POSTTRAUMATIC-STRESS; CERTIFICATE DATA; PREGNANT-WOMEN; VALIDATION; EARTHQUAKE";"";"";"";"";"English";"JOUR";""
"wos";"WOS:000325024100001";"10.1007/s10995-012-1170-0";"What will it Take to Maintain the Maternal and Child Health Gains Made in Haiti Prior to the 2010 Earthquake?";"Amibor, P";"MATERNAL AND CHILD HEALTH JOURNAL";"2013";"17";"8";"1339-1345";"1092-7875";"This report assesses the commendable progress made in maternal and child mortality reductions in Haiti prior to the January 2010 earthquake. Suggested measures that the Haitian government and international donor community can take to maintain these gains are also made. With the Millennium Development Goals (MDGs) deadline of 2015 drawing nearer, the likelihood that Haiti will achieve MDG's 4 and 5 of reducing child and maternal mortality by two-thirds and three-quarters, respectively, by the end of this target year, remain questionable. In particular, the destruction inflicted on the country's health care system and health infrastructure by the 2010 earthquake have already resulted in a slowing of these gains and could potentially threaten an actual reversal of these trends. The country's Soins Obst,tricaux Gratuits and Soins Infantiles Gratuits schemes established in 2008 and 2010, which provide free health care to women, newborns and children under 5, represent examples of measures that will need to be sustained and scaled up if the country is to meet its MDG 4 and 5 targets. The Haitian government's endorsement of an increased continuum of care approach to maternal and newborn health will also be vital for future initiatives. Post-quake public health and social service reconstruction efforts will need to incorporate maternal and child health-friendly services into their designs. It also remains critical that international donors continue to meet their pledges to Haiti. The Haitian government should also take more strides to clearly delineate the maternal and child health interventions it implements, both in order to facilitate greater national learning, as well as to improve the likelihood of future replication.";"Millennium Development Goals (MDGs) 4 and 5; Child mortality; Maternal mortality; Haiti reconstruction; Donor support";"";"";"";"";"English";"JOUR";""
